행정표준용어현황,,,,,,,,
NO,구분,용어명,용어영문명,영문약어명,정의,주제영역,등록일,상태
7768,표준어,양식,FORM,FORM,"樣式
 일정한 모양이나 형식.
",생산소득기반 조성,2006-11-17,사용중
7769,표준어,양식,RAISING,RAISNG,"養殖
 물고기나 해조, 버섯 따위를 인공적으로 길러서 번식하게 함
[법률정의] (수산업법) 수산동식물을 인공적인 방법으로 길러서 거두어 들이는 행위와 이를 목적으로 어선?어구를 사용하거나 시설물을 설치하는 행위.
",해양수산 연구,2006-11-17,사용중
7770,표준어,양식화,FORMATION,FRMT,"樣式化
 일정한 형식을 가지도록 하는 것
",생산소득기반 조성,2006-11-17,사용중
7771,표준어,양어장,FISH FARM,FSHFRM,"시설을 갖추고 물고기를 길러 번식시키는 곳.

",전자정부,2010-02-24,사용중
7772,표준어,양여금,SEND AMT,SNDAMT,"양도할때 내는 돈(금액)

",관세심사,2010-06-24,사용중
7773,표준어,양육,BRINGING UP,BRP,"養育
 아이를 보살펴서 자라게 함.
",저출산대응 및 인구정책지원,2006-11-17,사용중
7774,표준어,양육항선택할증료,OPTIONAL SURCHARGE FOR DISCHARGE PORTS,OSDPORT,"본선출항시까지 화물의 양육지를 정하지 못하거나 양육항이 여러 개일 때 그 항구 수의 증가에 비례하여 부과되는 할증료

",관세 행정지원,2010-04-16,사용중
7775,표준어,양자,BOTH,BOTH,"兩者
 일정한 관계에 있는 두 사람이나 두 개의 사물.
",산림정책관리,2006-11-24,사용중
7776,표준어,양자간누적,BILATERAL CUMULATION,BILTCUM,"해당 특혜무역협정의 역내 회원국에 의해 공급된 재료를 역내산으로 간주

",관세 행정지원,2010-04-16,사용중
7777,표준어,양초,CANDLE,CANDLE,"서양식의 초. 동물의 지방이나 석유의 찌꺼기를 정제하여 심지를 속에 넣고 만든다.
",전자정부,2006-11-17,사용중
7778,표준어,양친자,ADOPTIVE PARENT AND ADOPTED CHILD,ADRTCH,"養親子
 양친(養親)과 양자(養子)와의 친자(親子) 관계.
",전자정부,2006-11-17,사용중
7779,표준어,양하,LANDING,LANDNG,"Dischaging, Unloading 이라고도 부른다. 화물이 부선에서 내려지거나 육지 또는 부두에 계류되어 있는 선박으로부터 직접 화물을 육지에 내리는 것을 말한다. 수하인이 직접 화물을 내리는 경우와 제 3자인 창고업자를 통하여 화물을 내리는 경우가 있다. 양륙은 본선의 선측에 내려놓은 화물을 육상에 옮겨서 수하인에게 인도하는 것

",관세 행정지원,2010-04-15,사용중
7780,표준어,양해,UNDERSTANDING,UNDSTND,"諒解
 남의 사정을 잘 헤아려 너그러이 받아들임.
",전자정부,2006-11-17,사용중
7781,표준어,양해각서,MEMORANDOM OF UNDERSTANDING,MRDN,"諒解覺書
 당사국 사이의 외교교섭 결과 서로 양해된 내용을 확인?기록하기 위해 정식계약 체결에 앞서 행하는 문서로 된 합의.
",양자통상외교,2006-11-17,사용중
7782,표준어,양허관세율,CONCESSIVE DUTY RATES ,CDRATE,"WTO에서 스스로 약속한 수준이상으로 관세를 올리지 않겠다는 것을 수락한 경우에 적용되는 관세율로서 통상 기본세율보다 낮음

",관세 행정지원,2010-04-16,사용중
7783,표준어,양허세율,CONCESSION OF DUTY ,CNESDUT,"양허관세율을 줄여서 부르는 명칭

",관세 행정지원,2010-04-16,사용중
7784,표준어,양호,GOOD,GOOD,"良好
 대단히 괜찮음.
",전자정부,2006-11-17,사용중
7785,표준어,어가,FISHERMEN'S HOUSE,FHRSHS,"漁家
 어부의 집
[법률정의] (농림어업총조사 규칙) 가구주 또는 동거가구원이 가계유지를 목적으로 직접 수산동식물을 포획?채취하거나 양식하는 가구.
(농어업재해대책법) 그 세대주 또는 동거가족이 가계유지를 목적으로 직접 수산동식물을 양식하는 가구단위와 수산업법 제9조의2의 규정에 의한 영어조합법인.
",국가기본통계 생산,2006-11-17,사용중
7786,표준어,어골도,FISH BONE DIAGRAM,FBD,"품질관리에서 많이 사용하는 방법으로 어떤 문제의 특성을 물고기 뼈와 같이 중간에 가지를 붙이는 것처럼 분석해서 그리기 때문에 어골도 라고도 한다

",관세 행정지원,2010-02-26,사용중
7787,표준어,어깨,SHOULDER,SHLDR,"팔과 몸통이 이어지는 관절의 윗부분부터 목까지 사이의 부분. 옷의 소매 위쪽과 깃 사이의 부분.
",전자정부,2006-11-17,사용중
7788,표준어,어댑터,ADAPTOR,ADPTR,"기계나 기구 따위를 다목적으로 사용하기 위한 보조 기구.
",전자정부,2006-11-17,사용중
7789,표준어,어도,FISHWAY,FSHWY,"魚道
 고기 떼가 늘 지나다니는 길
[법률정의] (내수면어업법) 하천에서 서식하는 회유성(회유성) 어류 등 수산생물의 이동을 원활히 하기 위하여 인공적으로 만들어진 수로 또는 장치.
",지방행정,2006-11-17,사용중
7790,표준어,어둠,DARKNESS,DRKN,"어두운 상태. 또는 그런 때.

",전자정부,2010-02-24,사용중
7791,표준어,어디서,WHERE,WHERE,"일정하게 정해져 있지 아니하거나 꼭 집어 댈 수 없는 곳을 가리키는 말

",관세 행정지원,2010-11-19,사용중
7792,표준어,어떻게,HOW,HOW,"의견, 성질, 형편, 상태 따위가 어찌 되어 있다.

",관세 행정지원,2010-11-19,사용중
7793,표준어,어로,FISHERY,FSHRY,"漁撈
 고기나 수산물 따위를 잡거나 거두어들이는 일.
",전자정부,2006-11-17,사용중
7794,표준어,어류,FISHES,FISHES,"魚類
 척추동물의 연골어강, 경골어강, 먹장어강, 두갑강, 조기강을 통틀어 이르는 말. 몸은 거의 유선형이며 비늘로 덮여 있다. 지느러미와 부레가 있어 물속을 헤엄쳐 다니고 아가미로 호흡한다. 대부분은 난생인데 난태생도 있다.
",해양수산 연구,2006-11-17,사용중
7795,표준어,어린이,CHILD,CHILD,"어린아이를 대접하거나 격식을 갖추어 이르는 말. 대개 4, 5세부터 초등학생까지의 아이를 이른다
",저출산대응 및 인구정책지원,2006-11-17,사용중
7796,표준어,어린이보호포장,CHILD PROTECTION PACKING,CHILDPRTCPACKNG,"[법률정의] (품질경영 및 공산품안전관리법) 성인이 개봉하기는 어렵지 않지만 만 5세 미만의 어린이가 일정 시간내에 내용물을 꺼내기 어렵게 설계?고안된 포장(용기를 포함한다).
",의료기기안전,2006-11-17,사용중
7797,표준어,어린이주간,CHILDREN´S WEEK,CHRK,"어린이의 지위 향상을 위하여 정한 주. 5월1일부터 5월7일까지의 기간.
",저출산대응 및 인구정책지원,2006-11-17,사용중
7798,표준어,어린이통학버스,CHILDREN SCHOOL BUS,CHLDSBUS,"[법률정의] (도로교통법) 다음 각목의 시설중 어린이(13세 미만의 사람. 이하 같다)를 교습대상으로 하는 시설에서 어린이 통학 등에 이용되는 승합자동차로서 제48조의4의 규정에 의하여 신고된 자동차. 가. 유아교육법에 의한 유치원, 초?중등교육법에 의한 초등학교?특수학교 나. 영유아보육법에 의한 보육시설 다. 학원의설립?운영및과외교습에관한법률에 의하여 설립된 학원 라. 체육시설의설치?이용에관한법률에 의하여 설립된 체육시설
",교통안전,2006-11-17,사용중
7799,표준어,어문규범,PRESCTIPTION FOR WRITTEN AND SPOKEN LANGUAGE,PFWSL,"語文規範
 말과 글을 아울러 이르는 말
[법률정의] (국어기본법) 제13조의 규정에 의한 국어심의회의 심의를 거쳐 제정한 한글맞춤법, 표준어규정, 표준어발음법, 외래어표기법, 국어의 로마자표기법 등 국어사용에 필요한 규범.
",문화정책,2006-11-17,사용중
7800,표준어,어선,FISHERBOAT,FSHRBT,"漁船
 낚시로 고기잡이하는 데 쓰는 배
[법률정의] (어선법) 다음 각호의 1에 해당하는 선박. 1. 어업?어획물운반업 또는 수산물가공업(이하 ""수산업""이라 한다)에 종사하는 선박 2. 수산업에 관한 시험?조사?지도?단속 또는 교습에 종사하는 선박 3. 제8조제1항의 규정에 의한 건조허가를 받아 건조중이거나 건조한 선박 4. 제13조제1항의 규정에 의하여 어선의 등록을 한 선박
(선박직원법 시행령) 어선법 제2조제1항의 규정에 의한 어선(국내항과 외국항간을 또는 외국항간을 운항하면서 어획물운반업에 종사하는 선박을 제외한다).
(선박안전법 시행규칙) 영리를 목적으로 어류?고래류?해표류?해마류 기타 해양생물자원을 포획?채취하기 위하여 어로에 종사하는 선박(하나의 어업허가에 의하여 선단을 이루는 경우에 있어서는 부속선인 어획물운반업 또는 수산물가공업에 종사하는 선박을 포함한다).
",해양 및 해상교통 안전관리,2006-11-17,사용중
7801,표준어,어선소유자,FISHERBOAT OWNER,FSHRBTOWNER,"漁船所有者
 고기잡이하는 데 쓰는 배의 주인
[법률정의] (어선원및어선재해보상보험법) 선주?어선차용인?어선관리인?용선인 등 명칭에 불구하고 어선원을 고용하고 그 어선원에 대하여 임금을 지급하거나 자기 스스로 또는 가족어선원과 함께 어업활동을 하는 자. 
5. ""임금""?""통상임금""?""승선평균임금""이라 함은 선원법에 의한 각각의 임금?통상임금?승선평균임금.
",생산소득기반 조성,2006-11-17,사용중
7802,표준어,어선원,CREW,CEW,"漁船員
 [법률정의] (어업협정체결에 따른 어업인 등의 지원 및 수산업발전특별법) 어업자등을 위하여 어업 또는 어획물운반업(이하 '어업등'이라 한다)에 종사하는 자
(어선원및어선재해보상보험법) 임금을 받을 목적으로 어선에서 근로를 제공하기 위하여 고용된 자.
",해양정책 및 문화진흥,2006-11-17,사용중
7803,표준어,어선재해,VESSEL DISASTER,VSLDSS,"漁船災害
 [법률정의] (어선원및어선재해보상보험법) 침몰?좌초?충돌?화재?손상 등 어선의 사고(어선의 수리 또는 정박중에 생긴 사고를 포함한다).
",해양정책 및 문화진흥,2006-11-17,사용중
7804,표준어,어셈블리,ASSEMBLY,ASSMBLY,"상징적 기호 언어를 사용하여 작성한 프로그램을 기계어로 된 프로그램으로 번역하는 것
",전자정부,2006-11-17,사용중
7805,표준어,어업,FISHERY,FSHR,"漁業
 영리를 목적으로 물고기, 조개, 김, 미역 따위를 잡거나 기르는 산업
[법률정의] (수산업법) 수산동식물을 포획?채취 또는 양식하는 사업
",수산자원 관리 및 조성,2006-11-17,사용중
7806,표준어,어업권,FISHERY RIGHTS,FYHTS,"漁業權
 국가의 특허를 받아 일정한 수면(水面)에서 특정한 어업을 할 수 있는 권리
[법률정의] (수산업법) 제8조의 규정에 의하여 면허를 받아 어업을 경영할 수 있는 권리
",수산자원 관리 및 조성,2006-11-17,사용중
7807,표준어,어업생산통계조사,FISHERY PRODUCE STATISTICAL RESEARCH,FHCTRC,"漁業生産統計調査
 [법률정의] (어업생산통계조사규칙) 수면에서 포획?채취 또는 양식하는 수산동식물의 생산량 및 생산금액을 파악하기 위하여 실시하는 조사로서 통계법 제4조의 규정에 따라 통계청장이 지정?고시한 조사.
",해양정책 및 문화진흥,2006-11-17,사용중
7808,표준어,어업용시설,FISHERY ESTABLISHMEN,FHSTM,"漁業用施設
 [법률정의] (농어업재해대책법) 그물, 부자, 로프, 지주목 기타 수산양식물시설과 창고 등 부대시설.
",수산자원 관리 및 조성,2006-11-17,사용중
7809,표준어,어업인,FISHERMAN,FSHRMN,"漁業人
 고기잡이를 하는 사람 및 어업권 또는 입어권을 가진 사람을 통틀어 이르는 말
[법률정의] (어업협정체결에 따른 어업인 등의 지원 및 수산업발전특별법) 어업자 및 어획물운반업자(이하 '어업자등'이라 한다)와 어선원
(수산업법) 어업자와 어업종사자
",수산경영 지원,2006-11-17,사용중
7810,표준어,어업자,FISHERMAN,FSHRM,"漁業者
 고기잡이를 하는 사람 및 어업권 또는 입어권을 가진 사람을 통틀어 이르는 말
[법률정의] (어업협정체결에 따른 어업인 등의 지원 및 수산업발전특별법) 수산업법 제41조의 규정에 의하여 어업의 허가를 받은 자
(수산업법) 어업을 경영하는 자
",수산경영 지원,2006-11-17,사용중
7811,표준어,어업재해,FISHERY DISASTER,FSHRDSSTR,"漁業災害
 [법률정의] (농어업재해대책법) 이상조류?적조현상, 태풍?해일 기타 어업재해대책심의위원회가 인정하는 자연현상으로 인하여 발생되는 수산양식물 및 어업용 시설의 피해.
",해양정책 및 문화진흥,2006-11-17,사용중
7812,표준어,어업종사자,FISHERMAN,FSHRN,"漁業從事者
 [법률정의] (수산업법) 어업자를 위하여 수산동식물을 포획?채취 또는 양식에 종사하는 자
",수산경영 지원,2006-11-17,사용중
7813,표준어,어업지도선,FISHERIES SUPERVISION SHIP,FSPVS,"漁業指導船
 정부가 어업질서 확립 등을 위해 행하는 불법어업의 지도 감독하는 배
",수산자원 관리 및 조성,2006-11-24,사용중
7814,표준어,어업활동,FISHERY,FSHERY,"漁業活動
 [법률정의] (배타적경제수역에서의외국인어업등에대한주권적권리의행사에관한법률) 어업이나 어업에 관련된 탐색?집어, 어획물의 보관?저장?가공, 어획물 또는 그 제품의 운반, 선박에 필요한 물건의 보급 기타 해양수산부령이 정하는 어업에 관련된 행위.
",수산자원 관리 및 조성,2006-11-17,사용중
7815,표준어,어음,BILL,BIL,"일정한 금액을 일정한 날짜와 장소에서 치를 것을 약속하거나 제삼자에게 그 지급을 위탁하는 유가 증권.
",전자정부,2006-11-17,사용중
7816,표준어,어음관리계좌,BILL CONTROL ACCOUNT,BCTLACT,"[법률정의] (종합금융회사에관한법률시행령) 고객으로부터 예탁받은 자금을 통합하여 어음 및 채무증서등에 대하여 운용하고 그 결과 발생한 수익을 고객에게 지급하는 것을 목적으로 종합금융회사가 개설하는 계좌.
",금융감독,2006-11-17,사용중
7817,표준어,어음교환,BILL CLEARING,BLLCL,"어음交換
 동일한 지역 안의 금융 기관이 지급처가 다른 어음이나 수표를 가지고 와서 어음 교환소에서 서로 대체 결재를 하는 일.
",전자정부,2006-11-17,사용중
7818,표준어,어음대부,LOAN ON BILLS,LNBLS,"어음貸付
 은행이 자신을 채권자로 하는 약속 어음을 받고 돈을 빌려 주는 일.
",전자정부,2006-11-17,사용중
7819,표준어,어음등본,BILL TRANSCRIPT,BILTRNSCR,"어음謄本
 어음의 원본을 등사한 것.
",전자정부,2006-11-17,사용중
7820,표준어,어음시효,BILL PRESCRIPTION,BILPRSCRP,"어음時效
 어음 청구권의 소멸 시효.
",전자정부,2006-11-17,사용중
7821,표준어,어장,FISHING PLACE,FSHL,"漁場
 고기잡이를 하는 곳
[법률정의] (어장관리법) 수산업법 제8조의 규정에 의한 면허(이하 ""어업면허""라 한다)나 동법 제41조제2항제3호 또는 동조제3항의 규정에 의한 허가(이하 ""어업허가""라 한다)를 받아 어업을 하는 일정한 수면.
(수산업법) 제8조의 규정에 의하여 면허를 받아 어업을 하는 일정한 수면.
",수산자원 관리 및 조성,2006-11-17,사용중
7822,표준어,어장정화정비,FISHING PLACE SACRED FIRE AND MAINTENANCE,FPCMN,"漁場淨化整備
 [법률정의] (어장관리법) 환경오염으로 인한 어장의 피해를 방지하고 어장의 효율적인 이용과 지속가능한 어업생산기반을 조성하기 위하여 어장 퇴적물의 수거?처리, 어장에 대한 경운?객토, 어장 또는 어장에 설치된 시설물의 재배치등을 하는 것.
",수산자원 관리 및 조성,2006-11-17,사용중
7823,표준어,어장정화정비업,FISHING PLACE SACRED FIRE AND MAINTENANCE BUSINESS,FCRFT,"漁場淨化整備業
 [법률정의] (어장관리법) 어장정화?정비를 행하는 업.
",수산자원 관리 및 조성,2006-11-17,사용중
7824,표준어,어장휴식,FISHING PLACE RECESS,FLCCS,"漁場休息
 [법률정의] (어장관리법) 환경오염이 심화되어 병해가 빈발하고 생산성이 저하된 어장에 대하여 일정기간 어업을 정지하는 것.
",수산자원 관리 및 조성,2006-11-17,사용중
7825,표준어,어종,KIND OF FISH,KDFSH,"魚種
 물고기의 종류.
",전자정부,2006-11-17,사용중
7826,표준어,어촌,FISHING VILLAGE,FHLG,"漁村
 어민(漁民)들이 모여 사는 바닷가 마을
[법률정의] (어촌?어항법) 하천?호수 또는 바다에 인접하여 있거나 어항의 배후에 있는 지역 중 주로 수산업으로 생활하는 다음 각 목의 어느 하나에 해당하는 지역. 가. 읍?면의 전지역 나. 동의 지역 중 국토의 계획 및 이용에 관한 법률 제36조제1항제1호의 규정에 따라 지정된 상업지역 및 공업지역을 제외한 지역
",해양정책 및 문화진흥,2006-11-17,사용중
7827,표준어,어촌종합개발사업,COMPREHENSIVE DEVELOPMENT OF FISHING VILLAGES PROJ,CNSPJ,"漁村綜合開發事業
 [법률정의] (어촌?어항법) 어촌을 대상으로 시행하는 다음 각 목의 사업. 가. 연안시설의 정비, 수산자원의 조성, 수산물 유통 및 가공시설의 확충 등 수산업생산기반시설의 개선?확충사업 나. 어촌주민의 생활수준 향상 및 복지증진을 위하여 필요한 생활환경의 개선 및 관련 부대사업 다. 어촌주민의 소득을 증대하고 지역경제를 활성화하기 위하여 어촌의 자연경관, 특산물 또는 그 지역 특유의 풍속 등을 활용하여 시행하는 사업
",해양정책 및 문화진흥,2006-11-17,사용중
7828,동의어,어플리케이션,APPLICATION,APLCTN,"프로그램 중에서 특정한 업무를 해결하기 위한 목적을 가지고 만들어진 프로그램.
",전자정부,2006-11-23,사용중
7829,표준어,어플리케이션아키텍처,APPLICATION ARCHITECTURE,AA,"기관의 실체를 응용 또는 응용시스템의 측면에서 체계화한 것으로, 기관에서 운영되고 있는 응용시스템의 세부사항과 응용시스템 간의 상호작용과 타 아키텍처와의 관계 등에 대한 모델을 표현한 청사진
",전자정부,2006-11-23,사용중
7830,표준어,어학,LINGUISTICS,LSTCS,"語學
 외국어를 연구하거나 습득하기 위한 학문.
",국제교육 진흥,2006-11-17,사용중
7831,표준어,어항,FISHING PORT,FST,"漁港
 어선이 정박하고, 출어 준비와 어획물의 양륙을 하는 항구
[법률정의] (어촌?어항법) 천연 또는 인공의 어항시설을 갖춘 수산업근거지로서 제17조의 규정에 따라 지정?고시된 것을 말하며 그 종류는 다음과 같다. 가. 국가어항 : 이용범위가 전국적인 어항 또는 도서?벽지에 소재하여 어장의 개 발 및 어선의 대피에 필요한 어항 나. 지방어항 : 이용범위가 지역적이고 연안어업에 대한 지원의 근거지가 되는 어 항 다. 어촌정주어항(어촌정주어항) : 어촌의 생활근거지가 되는 소규모 어항
",해양정책 및 문화진흥,2006-11-17,사용중
7832,표준어,어항개발사업,FISHING PORT DEVELOPMENT PROJECT,FHPDPR,"漁港開發事業
 [법률정의] (어촌?어항법) 제19조의 규정에 따른 어항개발계획에 따라 시행하는 다음 각목의 사업. 가. 어항기본사업 : 종합적이고 기본적인 어항시설의 신설 및 이에 부수되는 준설  ?매립 등의 사업 나. 어항정비사업 : 어항시설의 변경?보수?보강?이전?확장 및 이에 부수되는 준설?매립 등의 사업 다. 어항환경개선사업 : 어항정화 및 어촌관광 활성화를 위한 어항환경개선사업
",수산자원 관리 및 조성,2006-11-17,사용중
7833,표준어,어항구역,FISHING PORT AREA,FSPT,"漁港區域
 [법률정의] (어촌?어항법) 어항의 수역(수역) 및 육역(육역).
",해양정책 및 문화진흥,2006-11-17,사용중
7834,표준어,어항시설,FISHING PORT FACILITIES,FPFC,"漁港施設
 [법률정의] (어촌?어항법) 어항구역 안에 있는 다음 각목의 시설과 어항구역 밖에 있는 다음 가목 및 나목의 시설로서 해양수산부장관, 광역시장?도지사(이하 ""시?도지사""라 한다) 또는 시장?군수?구청장(자치구의 구청장. 이하 같다)이 제17조의 규정에 따라 지정?고시한 것. 가. 기본시설 {(1) 방파제(防波堤)?방사제(防砂堤)?파제제(波除堤)?방조제(防潮堤)?도류제(導流堤)?수문?갑문(閘門)?호안(護岸)?제방?돌제(突堤)?흉벽(胸壁) 등 외곽시설 (2) 안벽(岸壁)?물양장(物揚場)?계선부표(繫船浮標)?계선말뚝?잔교(棧橋)?부 잔교(浮棧橋)?선착장?선양장(船揚場) 등 계류(繫留)시설 (3) 항로?정박지?선회장(船回場) 등 수역시설} 나. 기능시설 {(1) 철도?도로?교량?주차장?헬리포트(HELIPORT) 등 수송시설 (2) 항로표지, 신호?조명시설 등 항행보조시설 (3) 어선건조?수리장, 어구건조장, 어구제작?수리장, 선양시설(船揚施設), 야적장, 기자재창고 등 어선?어구보전시설 (4) 급수?급빙?급유시설, 전기수용설비?선수품보급장(船需品補給場) 등 보급시설 (5) 수산물시장?수산물위판장?수산물직매장?수산물집하장 및 활어일시보관시설 등 수산물유통?판매?보관시설과 이러한 시설에 해수를 인수(引水) 또는 배수(排水)하기 위한 시설 (6) 하역기계, 제빙?냉동?냉장시설, 수산물가공공장 등 수산물처리?가공시설 (7) 육상무선전신?전화시설, 어업기상신호시설 등 어업용 통신시설 (8) 어항관리시설?해양관측시설, 관계법령에 의한 선박출입항신고기관 등 해양수산 관련 공공시설 (9) 환경오염방지를 위한 오?폐수처리시설, 도수(導水)시설, 폐유?폐선처리시설 등 어항정화시설 (10) 종묘생산시설, 종묘배양장 등 수산자원 육성시설} 다. 어항편익시설 {(1) 진료시설?복지회관?체육시설 등 복지시설 (2) 전시관?도서관?학습관?공연장 등 문화시설 (3) 광장?조경시설 등 어항의 환경정비를 위한 시설 (4) 유람선?낚시어선?모터보트?요트?윈드서핑 등의 수용을 위한 레저용 기반시설 (5) 지역특산품판매장, 생선횟집 등 관광객 이용시설 (6) 숙박시설?목욕시설?오락시설 등 휴게시설 (7) 그 밖에 대통령령이 정하는 주민편익시설} 라. 가목 내지 다목의 시설을 조성하기 위한 부지와 수역
",해양정책 및 문화진흥,2006-11-17,사용중
7835,표준어,어항운영전산망,FISHING PORT OPERATION COMPUTATION NETWORK,FHRM,"漁港運營電算網
 [법률정의] (어촌?어항법) 어항운영과 관련된 정보관리 및 민원사무 등을 전자적으로 처리하기 위하여 구축한 전자정보통신체계.
",해양정책 및 문화진흥,2006-11-17,사용중
7836,표준어,어획,CATCH OF FISH,CHFFSH,"漁獲
 수산물을 잡거나 채취함. 또는 그 수산물.
",수산자원 관리 및 조성,2006-11-17,사용중
7837,표준어,어획물운반업,FISH TRANSPORT BUSINESS,FTNTBS,"漁獲物運搬業
 [법률정의] (수산업법) 어업장으로부터 양륙지까지 어획물 또는 그 제품을 운반하는 사업
",수산물 유통 및 안전관리,2006-11-17,사용중
7838,표준어,어획물운반업자,FISH TRANSPORT BUSINESSMAN,FTSMN,"漁獲物運搬業者
 [법률정의] (어업협정체결에 따른 어업인 등의 지원 및 수산업발전특별법) 법 제46조의 규정에 의하여 어획물운반업의 등록을 한 자
(수산업법) 어획물운반업을 경영하는 자
",수산물 유통 및 안전관리,2006-11-17,사용중
7839,표준어,어획물운반업종사자,FISH CONVEYANCE BUSINESS ENFILADE PERSON,FHYBRS,"漁獲物運搬業從事者
 [법률정의] (수산업법) 어획물운반업자를 위하여 어업장으로부터 양륙지까지 어획물 또는 그 제품의 운반에 종사하는 자
",수산물 유통 및 안전관리,2006-11-17,사용중
7840,표준어,어휘,VOCABULARY,VCBLR,"語彙
 어떤 일정한 범위 안에서 쓰이는 낱말의 수효.
",전자정부,2006-11-23,사용중
7841,표준어,억류,DETENTION,DETNT,"抑留
 강제로 붙잡아 둠.
",전자정부,2006-12-07,사용중
7842,표준어,억압반송파,SUPPRESSED CARRIER,SPRCR,"抑壓搬送波
 [법률정의] (무선설비규칙) 수신측에서 복조에 사용하지 아니하는 반송파를 억압하여 송출하는 전파.
",전파방송산업 육성,2006-11-17,사용중
7843,표준어,억제,RESTRAINT,RESTRN,"抑制
 정도나 한도를 넘어서 나아가려는 것을 억눌러 그치게 함.
",전자정부,2006-11-17,사용중
7844,표준어,억지,DETERRENCE,DTRNC,"抑止
 억눌러서 못하게 함.
",전자정부,2006-12-07,사용중
7845,표준어,언급,MENTION,MENTN,"言及
 어떤 문제에 대하여 말함.
",전자정부,2006-11-17,사용중
7846,표준어,언덕,HILL ,HILL,"언덕[명사]\n1.땅이 조금 높고 비탈진 곳. \n2.나지막한 산. \n▣속담/관용구▣\n언덕에 자빠진 돼지가 평지에 자빠진 돼지를 나무란다\n같은 처지임에도 불구하고 부질없이 남을 나무라고 있다는 뜻으로, 제 흉은 모르고 남의 흉만 탓함을 비유적으로 이르는 말.\n

",전자정부,2008-12-16,사용중
7847,표준어,언동,ONE'S SPEECH AND BEHAVIOR,OSPBHV,"言動
 말하는 것과 행동하는 것.
",전자정부,2006-12-07,사용중
7848,표준어,언론,MASS COMMUNICATION,MSCMNC,"言論
 세상에서 일어나는 여러 가지 사건이나 현상에 관한 뉴스와 정보를 취재하여 기사로 작성하고, 때로는 의견을 첨가하여 대중에게 제공하는 공적 기관. 신문사, 잡지사, 방송국, 통신사 따위가 있다.
[법률정의] (언론중재및피해구제등에관한법률) 방송?정기간행물?뉴스통신?인터넷신문.
",국정홍보 행정지원,2006-11-17,사용중
7849,동의어,언론기관,MASS COMMUNICATION,MSCMNC,"言論機關
 세상에서 일어나는 여러 가지 사건이나 현상에 관한 뉴스와 정보를 취재하여 기사로 작성하고, 때로는 의견을 첨가하여 대중에게 제공하는 공적 기관. 신문사, 잡지사, 방송국, 통신사 따위가 있다.
",국정홍보 행정지원,2006-11-17,사용중
7850,동의어,언론매체,PRESS MEDIA,MSMDA," 言論媒體 
 개인이 자신의 글이나 말을 신문, 잡지, 방송, 인터넷 따위를 통하여 전달하기 위한 수단. 올바른 표기는 
언론 매체
 이다.

",문화미디어정책,2008-10-08,사용중
7851,표준어,언론보도,MASS COMMUNICATION NEWS,MMNWS,"言論報道
 [법률정의] (언론중재및피해구제등에관한법률) 방송?정기간행물?뉴스통신 및 인터넷신문의 사실적 주장에 관한 보도.
",문화미디어정책,2006-11-17,사용중
7852,표준어,언론분쟁,MASS COMMUNICATION DISPUTE,MSMCPT,"言論紛爭
 [법률정의] (언론중재및피해구제등에관한법률) 언론사의 언론보도로 인하여 침해되는 명예나 권리 그 밖의 법익에 관한 다툼이 있는 경우.
",전자정부,2006-11-17,사용중
7853,표준어,언론사,ORGAN OF EXPRESSION,OXPR,"言論社
 [법률정의] (언론중재및피해구제등에관한법률) 방송사업자, 정기간행물사업자, 뉴스통신사업자 및 인터넷신문사업자.
",문화미디어정책,2006-11-17,사용중
7854,표준어,언론사대표자,ORGAN OF EXPRESSION REPRESENTATIVE,ORXRV,"言論社代表者
 [법률정의] (언론중재및피해구제등에관한법률) 언론사의 경영에 관하여 법률상 대표권이 있는 자 또는 그와 동등한 지위에 있는 자. 다만, 외국정기간행물로서 국내에 지사 또는 지국이 있는 경우에는 신문등의자유와기능보장에관한법률 제26조의 규정에 따라 그 설치허가를 받은 자.
",문화미디어정책,2006-11-17,사용중
7855,표준어,언어,LANGUAGE,LANG,"言語
 생각, 느낌 따위를 나타내거나 전달하는 데에 쓰는 음성, 문자 따위의 수단. 또는 그 음성이나 문자 따위의 사회 관습적인 체계.
",전자정부,2006-11-17,사용중
7856,표준어,언제,WHEN,WHEN,"때가 특별히 정해지지 않았음을 나타내는 말

",관세 행정지원,2010-11-19,사용중
7857,표준어,얼굴,FACE,FACE,"눈?코?입 등이 있는 머리의 앞부분. 낯. 용안(容顔).

",전자정부,2010-02-24,사용중
7858,표준어,얼룩,STAIN,STI,"본바탕에 다른 빛깔의 점이나 줄 따위가 뚜렷하게 섞인 자국

",전자정부,2008-12-15,사용중
7859,표준어,엄밀,STRICT,STRICT,"嚴密
 조그만 빈틈이나 잘못이라도 용납하지 아니할 만큼 엄격하고 세밀함.
",전자정부,2006-11-17,사용중
7860,표준어,업계,BUSINESS CIRCLES,BCS,"業界
 같은 업종에 종사하는 사람들의 사회.
",전자정부,2006-11-17,사용중
7861,표준어,업그레이드,UPGRADE,UPGRAD,"하드웨어나 소프트웨어의 성능을 기존 제품보다 뛰어난 새것으로 변경하는 일.
",전자정부,2006-11-17,사용중
7862,표준어,업로드,UPLOAD,UPLOAD,"컴퓨터 통신망을 통하여 다른 컴퓨터 시스템에 파일이나 자료를 전송하는 일.
",전자정부,2006-11-17,사용중
